user_id,item_id
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
1,102
1,103
1,104
1,105
1,106
1,107
2,125
2,126
2,127
3,138
3,139
4,150
4,151
5,178
5,179
5,180
5,181
5,182
6,193
6,194
7,202
8,231
8,232
8,233
8,234
8,235
8,236
9,259
9,260
9,261
9,262
10,291
10,292
10,293
10,294
10,295
11,344
11,345
11,346
11,347
11,348
11,349
11,350
11,351
11,352
11,353
12,421
12,422
12,423
12,424
12,425
12,426
12,427
12,428
12,429
12,430
12,431
12,432
12,433
13,447
13,182
13,331
14,458
14,459
15,467
16,484
16,485
16,486
17,498
17,499
17,500
18,510
19,530
19,531
19,532
19,533
20,630
20,631
20,632
20,633
20,634
20,635
20,636
20,637
20,638
20,639
20,640
20,486
20,641
20,642
20,643
20,644
20,645
20,646
21,588
21,584
21,576
21,572
21,620
21,604
21,541
21,568
21,546
21,593
21,595
21,552
22,706
22,707
22,708
22,709
22,710
22,711
22,712
22,713
22,714
22,715
23,867
23,868
23,869
23,870
23,871
23,872
23,873
23,874
23,875
23,876
23,877
23,878
23,879
23,880
23,881
23,882
23,883
23,884
23,885
23,886
23,887
23,888
23,889
23,890
23,891
23,892
23,893
23,894
24,923
24,924
24,448
24,925
24,926
25,941
25,942
25,943
26,958
26,959
26,960
27,991
27,992
27,904
27,993
27,994
27,995
28,1003
28,1004
29,1018
29,1019
29,1020
30,1049
30,1050
30,1051
30,1052
30,1053
31,388
31,1064
31,1065
32,1078
32,1079
32,1080
33,1099
33,758
33,1100
33,1101
33,1102
34,1151
34,1152
34,1153
34,1154
34,1155
34,1156
34,1157
34,1158
34,1159
34,1160
35,1189
35,1190
35,1191
35,1192
35,1193
36,1203
37,1229
37,1230
37,268
37,1231
37,278
38,1241
38,1193
39,543
39,563
39,549
39,605
40,1253
40,1254
40,1255
41,1282
41,1283
41,1284
41,1285
41,1286
42,1320
42,1321
42,1322
42,1323
42,1324
42,1325
42,1326
43,1273
43,1390
43,1391
43,1392
43,1393
43,1394
43,1395
43,1000
43,1396
43,1397
43,1398
43,1399
43,1400
44,1424
44,1425
44,1426
44,1427
44,1428
44,1429
45,1448
45,1449
45,1450
45,1451
46,1526
46,1527
46,1528
46,1529
46,1530
46,1531
46,1532
46,1533
46,1534
46,1535
46,1536
46,1537
46,1538
46,1539
46,1540
46,754
46,1541
47,1561
47,1562
47,1563
47,1564
48,1586
48,1001
48,824
48,1587
49,805
49,1853
49,1854
49,1855
49,1856
49,1857
49,1858
49,1859
49,1860
49,1861
49,1862
49,1863
49,1864
49,1865
49,1866
49,1867
49,1868
49,1869
49,1870
49,1871
49,1872
49,1873
49,1874
49,1875
49,1876
49,1877
49,1878
49,1879
49,1880
49,1881
49,1882
49,1883
49,1884
49,1885
49,1886
49,1887
49,1888
49,1889
49,1890
49,1891
49,1892
49,1893
49,1894
49,1895
49,1896
49,1897
49,1898
49,1899
49,1900
49,1901
49,1902
49,1903
49,1904
49,1905
50,1914
50,1915
50,1916
50,1917
51,2060
51,2061
51,2062
51,2063
51,2064
51,2065
51,2066
51,2067
51,1068
51,2068
51,2069
51,2070
51,2071
51,2072
51,2073
51,1416
51,2074
51,2075
51,2076
51,2077
51,2078
51,2079
51,2080
51,2081
51,2082
51,468
51,2083
51,528
51,2084
52,2106
52,2107
52,2108
52,2109
52,2110
52,2111
53,2137
53,1899
53,2138
53,2139
53,2140
53,2141
54,406
54,1495
54,2169
54,2170
54,2171
54,2172
55,753
55,2230
55,2231
55,997
55,2232
55,1194
55,2233
55,727
55,2234
55,1564
55,2235
55,2236
55,813
56,703
57,2290
57,2291
57,2292
57,97
57,225
57,2293
57,2294
57,2295
57,2296
57,2297
57,71
58,2328
58,2329
58,2330
58,2331
58,2332
58,2333
59,2356
59,2357
59,2358
59,2359
59,2360
60,2340
60,2367
61,2375
62,2398
62,2399
62,2400
62,2401
62,1144
63,2410
64,2416
64,2417
64,2305
65,2431
65,2432
65,2433
66,598
66,2359
66,2480
66,2481
66,2482
66,2483
66,2484
66,2485
66,2486
66,421
66,2487
66,2488
67,2522
67,1080
67,2523
67,2524
67,2525
67,2526
67,2527
68,2679
68,2680
68,2681
68,2682
68,2683
68,2684
68,2685
68,2686
68,2687
68,2688
68,2689
68,2690
68,2691
68,2692
68,2693
68,2694
68,2695
68,2696
68,2697
68,2698
68,2699
68,2700
68,2701
68,2702
68,2703
68,2704
68,2705
69,2716
69,2717
70,2732
70,2733
70,1917
70,1420
70,1010
71,1001
71,2748
71,2749
71,1000
72,2755
72,2756
73,267
73,2765
74,2797
74,2798
74,1845
74,2799
74,2800
74,464
74,2801
74,2802
74,2803
75,2854
75,2855
75,1903
75,2856
75,2857
75,2858
75,2859
75,2216
75,2860
75,2861
75,2862
75,2863
76,2871
77,2881
77,2882
77,2883
78,2999
78,3000
78,3001
78,3002
78,3003
78,3004
78,3005
78,3006
78,3007
78,3008
78,3009
78,3010
78,3011
78,3012
78,3013
78,3014
78,3015
78,3016
78,3017
78,3018
78,3019
79,482
80,3035
81,256
81,3045
81,3046
82,3215
82,3216
82,3217
82,398
82,3218
82,3219
82,2468
82,3220
82,3221
82,2416
82,3222
82,3223
82,3224
82,3225
82,3226
82,3227
82,3228
82,3229
82,3230
82,3231
82,3232
82,3233
82,3234
82,3235
82,3236
82,3237
82,3238
82,3239
82,3240
82,3241
82,3242
82,3243
82,3244
82,3245
83,1139
84,3283
84,3284
84,3285
84,3286
84,3287
84,3288
85,3295
85,3296
85,3297
86,3334
86,3335
86,3336
86,3337
86,3338
86,3339
86,3340
86,1206
87,3364
87,3365
87,3366
87,938
87,3367
87,3368
88,3376
89,3392
89,3393
89,3394
89,715
90,3454
90,3455
90,421
90,3456
90,3457
90,3458
90,575
90,3459
90,3460
90,3461
90,3462
90,3463
90,3464
90,3465
90,3466
91,3477
91,3478
91,3479
92,3489
92,3490
93,1932
93,3421
93,2481
93,3520
93,2463
93,3521
93,3522
94,3544
94,3545
94,3546
94,3522
95,3563
95,3564
95,3565
95,3566
96,1310
96,1317
96,327
96,3328
96,3581
97,3604
97,3605
97,1414
97,3377
97,3606
97,695
97,3607
98,3618
98,3619
98,3620
99,3635
99,3636
99,3637
100,1229
100,3649
100,3650
101,3669
101,3670
101,3671
101,3672
101,3673
102,333
102,3689
102,3690
102,3691
102,3692
103,524
103,3701
103,3702
104,3714
104,3715
104,1340
104,3716
105,3720
105,3049
105,3202
106,3733
106,3734
106,3735
107,3754
107,1965
107,3755
107,3756
108,3776
108,3777
108,3778
108,3779
108,213
108,3780
109,3788
109,3789
110,2628
110,3796
111,3811
111,900
111,3812
112,3883
112,2409
112,653
112,3884
112,3885
112,3886
112,1414
112,3887
112,3888
112,3889
112,3890
112,3891
112,3892
112,3893
112,3894
112,3895
112,3896
112,3897
113,3910
113,2787
113,3911
113,3912
114,1369
114,3940
114,3941
114,3942
114,3943
114,3944
114,3945
115,3959
115,3960
115,3961
116,4020
116,224
116,4021
116,4022
116,3409
116,4023
116,4024
116,3423
116,3238
116,1012
116,3425
116,3508
116,4025
116,4026
116,4027
116,4028
117,4060
117,4061
117,4062
117,4063
117,4064
117,4065
117,4066
117,4067
118,276
118,3311
118,482
118,1366
118,4104
118,4105
118,4106
118,4107
118,479
118,1928
118,998
118,4108
119,4108
120,1171
121,4131
121,4132
122,4163
122,4164
122,4165
122,4166
122,4167
122,4168
122,64
123,455
123,3628
124,4187
124,4188
124,4189
124,4190
125,3233
125,2228
125,4201
126,4388
126,4389
126,4390
126,4391
126,4392
126,4393
126,4394
126,4395
126,1761
126,4396
126,4397
126,837
126,4398
126,4399
126,4400
126,4401
126,4402
126,4403
126,4404
126,4405
126,4406
126,1685
126,4407
126,4408
126,4409
126,1897
126,4410
126,3735
126,4411
126,4412
126,4413
126,4414
126,4415
126,1687
126,4416
126,4417
126,4418
126,4419
126,4420
126,4421
126,4422
127,753
127,4451
127,4452
127,4453
127,4454
127,4455
127,4456
128,4516
128,2837
128,4517
128,4518
128,4519
128,4520
128,4521
128,2194
128,2259
128,4522
128,4523
128,4524
128,4525
128,735
128,4526
129,4542
129,4543
129,4544
129,4545
129,4546
130,4620
130,2810
130,1630
130,4621
130,4341
130,4208
130,2805
130,4250
130,4622
130,1591
130,4623
130,4297
130,4624
130,4495
130,863
130,4625
130,4626
130,4627
130,4628
130,4629
130,4630
131,3237
131,4649
131,4650
131,2430
131,4651
131,111
132,4212
132,4256
132,4663
132,4338
133,4673
133,4674
133,4675
134,4691
134,4692
134,1311
134,3315
135,3219
135,967
135,1402
135,4705
136,4718
136,4719
136,4720
136,2665
137,1866
137,4725
138,2481
138,1333
138,4737
139,3040
139,4746
139,4747
140,4293
140,4798
140,4502
140,4316
140,1102
140,4799
140,2783
140,4800
140,1520
140,4801
140,4802
140,4803
140,4804
140,3725
140,4805
140,4806
140,4807
140,4808
141,237
141,1174
142,4818
142,4819
143,531
143,4833
143,3312
143,4834
143,1066
144,4850
144,4851
144,4028
144,4852
145,4859
145,4860
146,686
147,4874
147,1494
147,4875
147,4876
148,2074
148,4884
148,4885
148,2041
149,1414
149,3504
149,1074
149,4026
149,1228
150,4901
151,2334
151,4908
152,2693
152,4921
152,4922
153,3825
153,2505
153,4931
154,4977
154,914
154,4978
154,4979
154,4980
154,4981
154,4703
154,2832
154,4546
154,4529
154,4982
154,4983
154,904
154,4030
154,512
155,4989
155,4990
156,5018
156,3937
156,5019
156,5020
156,5021
156,5022
156,5023
156,5024
157,3020
157,477
158,5054
158,429
158,5055
158,5056
158,655
158,4937
158,4980
159,5065
159,5066
160,5088
160,5089
160,5090
160,5091
160,5092
160,5093
160,5094
160,5095
161,5105
162,5149
162,5150
162,5151
162,5152
162,1386
162,5153
162,471
162,5154
162,5155
162,5156
162,5157
163,237
163,4968
163,5164
164,5172
165,838
165,858
165,4774
166,4156
166,5192
166,5193
167,5218
167,1235
167,2426
167,5219
167,5220
167,396
167,5221
168,3207
168,5235
168,5236
168,5237
169,70
169,5327
169,5328
169,5329
169,3715
169,1363
169,3783
169,1339
169,5330
169,998
169,5331
169,1345
169,5332
169,1579
169,5333
169,3787
169,5334
169,5335
169,5336
169,5337
169,5338
169,5339
169,5340
169,5341
169,2187
169,91
169,5342
170,4678
171,1254
171,5358
172,3374
172,3629
172,5365
173,5395
173,5396
173,5397
173,5398
173,5399
173,5400
173,178
174,1415
174,5409
175,5421
175,4433
175,5422
176,5432
176,1108
176,2352
176,2488
177,5439
177,5440
178,5452
178,5453
178,5454
179,5467
179,3284
179,5468
180,5472
180,3054
180,3231
180,3243
180,3176
180,3122
180,3134
180,3115
180,1008
180,3199
180,3238
180,3214
181,3835
181,5487
181,5488
181,5489
182,873
182,5526
182,5527
182,5528
182,5529
182,5530
182,5531
182,5532
183,5620
183,150
183,1430
183,5621
183,5622
183,30
183,5623
183,2185
183,5624
183,5625
183,1750
183,5626
183,2193
183,5627
183,5628
183,5629
183,5630
183,5631
183,5632
183,5633
184,5639
185,5651
185,4997
185,2308
185,5652
186,511
187,5750
187,5751
187,5752
187,5753
187,1854
187,1440
187,4663
187,5754
187,1754
187,5755
187,4410
187,1558
187,5756
187,4338
187,5757
187,5758
187,5759
187,5760
187,5761
187,5762
187,5763
187,1859
187,5764
187,5765
187,5766
188,5776
188,5777
188,5778
189,5787
189,1217
189,1294
190,3834
190,5811
190,5812
190,5813
190,5814
190,679
190,5815
191,5821
192,4247
192,5841
192,5715
192,5671
192,5842
193,5849
193,5850
193,5851
194,5874
194,5750
194,1834
194,5511
194,5875
194,4952
195,5899
195,5900
195,4136
195,5901
195,4145
195,4493
195,461
195,5902
195,5903
196,5913
196,5914
197,5929
197,1349
197,5930
197,1356
197,5931
197,480
198,497
198,5940
198,12
199,5951
199,5952
199,1681
199,5953
199,1139
200,3007
200,2965
200,2914
200,3000
200,3002
200,2916
200,2922
200,2930
200,2903
200,2900
200,2939
200,2924
200,2950
200,3009
200,2991
200,2968
200,2895
200,2963
200,2954
200,2998
200,2927
201,4459
201,3721
201,6018
201,4321
201,6019
201,6020
201,6021
201,4491
201,4520
201,6022
201,4294
201,6023
201,6024
201,6025
201,6026
201,6027
201,2377
201,1082
201,4548
201,6028
201,6029
201,6030
201,6031
201,6032
201,4856
201,6033
202,6047
202,6048
202,6049
202,5905
203,1785
203,1604
204,4338
204,6122
204,4366
204,6123
204,2843
204,6124
204,6125
204,6126
204,837
204,5882
204,5690
204,6127
204,6128
204,6129
204,6130
204,6131
204,885
204,5693
204,5679
204,1607
204,5600
204,6132
205,560
205,549
205,645
205,574
205,607
206,6163
206,6164
206,6165
206,4507
206,4462
206,4549
206,3725
206,3730
206,6166
206,6167
206,2808
206,4511
207,6182
207,1325
207,6183
207,6184
208,6195
208,6196
208,6197
208,6198
209,6211
209,2254
209,6212
209,4960
210,6218
210,6219
210,5028
211,6236
211,6237
211,6238
211,6239
212,1589
212,6252
212,2343
212,6253
212,4571
212,4623
212,845
213,6282
213,6283
213,3326
213,6284
213,6285
213,3387
213,6286
213,6287
213,6288
213,6289
214,936
214,6304
214,6305
214,6306
214,1414
215,6330
215,6331
215,4876
215,6332
215,6333
215,4942
215,6334
216,6343
216,6344
216,6345
216,6346
217,3465
217,3424
217,5947
217,4714
217,622
217,6362
218,4668
218,3748
219,1406
219,6379
219,6380
219,6381
219,2051
220,6400
220,6401
220,5910
220,6402
220,6403
221,3887
221,994
221,5255
221,4990
222,2002
222,1079
222,6433
222,6434
222,6435
222,6436
222,6437
223,1133
223,6444
223,1585
224,1437
224,4166
224,6461
224,4717
224,50
224,5858
225,789
225,28
225,6466
226,4703
226,6481
226,5795
226,4701
226,4104
226,697
226,3780
226,1410
226,6482
226,6483
227,2049
227,6494
227,6495
227,3584
228,6501
228,1782
228,1729
229,6511
229,256
229,6512
230,219
230,205
230,216
230,222
230,208
230,221
231,5407
231,4809
232,6526
232,6527
232,6528
233,6543
233,4229
233,6544
233,4788
233,1085
233,6545
233,2360
234,6551
234,6552
234,1871
235,6560
236,6574
236,4552
236,6575
236,2407
236,600
237,6580
237,6581
238,6593
238,6594
238,6595
239,6600
240,3562
240,6607
240,1076
241,6616
241,1387
241,327
242,6640
242,6641
242,6642
242,6643
242,1698
242,6644
243,6656
243,2114
243,6657
243,6586
244,6662
244,6663
245,5870
245,5856
245,2855
245,6673
245,6674
246,947
246,6692
246,6693
246,6694
247,6703
247,6704
247,6705
247,5618
248,6749
248,6750
248,272
248,4090
248,998
248,6751
248,6752
248,225
248,6753
248,999
248,6754
248,6755
248,280
248,6756
248,3980
249,6214
249,5164
249,3853
250,6787
250,6788
250,2312
250,6789
250,6561
251,6803
251,3938
251,6804
251,6805
251,5377
251,2110
251,636
252,1486
252,4316
252,6068
252,5704
252,1452
252,2802
252,4784
252,1336
253,722
253,727
253,6825
254,6832
254,6833
254,2393
255,2838
255,6838
256,6845
257,6858
257,6703
257,1779
257,6859
257,6860
258,1589
258,3461
258,5041
258,3673
258,6869
259,5446
259,6881
259,6882
260,6914
260,815
260,2734
260,6915
260,4448
260,2221
260,6916
260,73
260,5311
260,2261
260,6917
260,6918
260,2748
260,2767
260,4440
260,608
261,5480
261,6924
261,6925
262,6933
262,625
262,2694
263,6941
263,6942
263,6943
264,471
264,6958
264,639
264,1917
265,5064
266,6968
266,4499
266,3299
267,3177
267,6974
267,3222
268,4941
268,6990
268,6991
268,6992
268,6993
268,6994
269,673
269,7021
269,7022
269,7023
269,1305
269,3854
269,7024
270,7034
270,1012
270,7035
271,7047
271,7048
271,7049
271,616
272,7059
272,6010
272,4375
272,7060
272,7061
273,7068
273,7069
273,2219
273,7070
273,7071
274,7079
274,7080
275,6075
275,3911
275,7138
275,7139
275,798
275,7140
275,7141
275,6824
275,7142
275,2818
275,4194
275,7143
275,7144
275,7145
275,6105
275,6968
275,7146
275,4770
275,725
275,7147
275,1905
275,6823
275,744
276,904
276,7156
276,5164
277,7172
277,2253
277,4467
277,7173
